max_vertex_degree,min_vertex_degree,Y_train,Y_predicted,prob_class_0,prob_class_1
1822408,157754,False,False,0.9999118399977421,8.816000225794396e-05
202346,28910,False,False,0.9912686462978394,0.008731353702160587
153172,25358,False,False,0.9281457491882271,0.07185425081177271
521482,61124,False,False,0.999775279263568,0.000224720736432078
151840,29072,False,False,0.9959368923647431,0.00406310763525682
5264,2224,True,True,0.09346939388095575,0.9065306061190445
236798,33674,False,False,0.9948959563129269,0.005104043687073098
302015,54941,False,False,0.9992513271304875,0.0007486728695125321
17440,3872,False,False,0.9650648051594413,0.03493519484055888
5264,2224,False,False,0.8246076865318966,0.17539231346810338
3456012,240906,False,False,0.999580426937226,0.000419573062774064
2906467,314073,True,True,0.19863750705374314,0.8013624929462568
121665,27057,False,False,0.9961572331790337,0.003842766820966222
76115,14107,False,False,0.8874943847023615,0.11250561529763864
491736,51434,False,False,0.9995836209644408,0.00041637903555931486
88154,13732,False,False,0.998470786422714,0.0015292135772859861
2623197,187103,False,False,0.9937362880467767,0.006263711953223313
6824,1800,False,True,0.7262420143386706,0.2737579856613292
37357,10681,False,False,0.9588560658713579,0.04114393412864205
5264,2224,False,False,0.7500246573207179,0.24997534267928198
7305,2251,False,False,0.8779091930711455,0.12209080692885448
253372,32956,False,False,0.9990399156105083,0.0009600843894917348
5123739,285013,False,False,0.9243309531388075,0.07566904686119254
155823,32827,False,False,0.998137889434853,0.0018621105651470235
125039,19287,False,False,0.9895132132006427,0.010486786799357384
527399,52813,False,False,0.9243530790634897,0.07564692093651029
521436,61564,False,False,0.9997815286132324,0.00021847138676757286
7479142,616494,False,False,0.9243050995784491,0.07569490042155097
2102710,154334,False,False,0.9998435769126823,0.00015642308731757243
3633496,258654,False,False,0.9994043923853126,0.0005956076146873463
132752,18182,False,False,0.9908901349304706,0.009109865069529537
121663,27059,False,False,0.995210999008254,0.004789000991745886
523444,62080,False,False,0.9990045835664596,0.0009954164335404675
3077846,328252,True,True,0.07791577904200395,0.922084220957996
5265899,302143,False,False,0.9689817968749299,0.031018203125070108
2866,1354,True,True,0.39398668331390263,0.6060133166860973
500396,56912,False,False,0.9983278086580386,0.001672191341961466
919,529,False,True,0.5646591834096553,0.4353408165903448
5264,2224,True,True,0.17127476004876802,0.828725239951232
2992,924,False,False,0.9600594795217123,0.039940520478287805
121615,27047,True,True,0.393826752069933,0.606173247930067
1970,644,True,True,0.3940006237700828,0.6059993762299171
731,409,True,True,0.1672565103376228,0.8327434896623773
