max_vertex_degree,min_vertex_degree,Y_train,Y_predicted,prob_class_0,prob_class_1
25,9,True,True,0.03071232560561087,0.9692876743943891
7,5,True,True,0.015460751670391107,0.9845392483296088
7305,2251,True,True,0.035471592779012795,0.9645284072209873
958474,83824,True,True,0.03548969589544562,0.9645103041045544
196386,27630,True,True,0.035472104010129506,0.9645278959898708
25,9,True,True,0.03653689109002524,0.9634631089099746
482802,55964,True,True,0.03547211437978195,0.9645278856202181
5264,2224,True,True,0.035469973546311796,0.9645300264536882
25,9,True,False,0.05469500440756243,0.9453049955924375
5264,2224,True,True,0.03547429684666326,0.9645257031533366
3452280,240080,True,True,0.036159818384644986,0.9638401816153551
76115,14107,True,True,0.035471634847627644,0.9645283651523724
25,9,True,True,0.029600909638579278,0.9703990903614206
51953,13871,True,True,0.0354718590393904,0.9645281409606097
3463664,240756,True,True,0.036532922823731676,0.9634670771762683
2102710,154334,False,False,0.058662264949526505,0.9413377350504735
121615,27047,True,True,0.03547232079106943,0.9645276792089306
2381479,186863,True,True,0.03574919511826308,0.9642508048817368
2907171,314251,False,False,0.05866275356516764,0.9413372464348324
7,5,True,True,0.013317694755091638,0.9866823052449084
7,5,True,True,0.036529770754451414,0.9634702292455486
25,9,True,True,0.03544625142812841,0.9645537485718716
121655,27057,True,True,0.03547210143420203,0.9645278985657979
1104160,94868,True,True,0.03549615803895519,0.9645038419610449
236798,33674,True,True,0.035472138445435286,0.9645278615545645
25,9,True,True,0.031127096423327446,0.9688729035766726
106854,24442,True,True,0.035472094780746394,0.9645279052192536
500396,56912,True,True,0.03547207484036907,0.9645279251596308
3633496,258654,True,True,0.035709025959868496,0.9642909740401315
919,529,True,True,0.035469529194146796,0.9645304708058533
165634,20078,True,True,0.035472116405496905,0.9645278835945031
25,9,True,True,0.01122156051574287,0.9887784394842571
202346,28910,True,True,0.03547219538544651,0.9645278046145537
7,5,True,True,0.03363465322440652,0.9663653467755935
1888346,168520,True,True,0.03565663079411858,0.9643433692058813
2623197,187103,True,True,0.03547306496013461,0.9645269350398655
243876,30398,True,True,0.035471977465307135,0.9645280225346928
25,9,True,True,0.01134574451406453,0.9886542554859356
151840,29072,True,True,0.03547212520776584,0.9645278747922341
25,9,True,True,0.03544640762794912,0.9645535923720506
7,5,True,True,0.035907139506196666,0.9640928604938032
121655,27051,True,True,0.03547213292871035,0.9645278670712897
1970,644,True,True,0.035469817853802786,0.9645301821461971
567506,52412,True,True,0.03547212851865004,0.9645278714813501
302015,54941,True,True,0.03547212852560026,0.9645278714743998
25,9,True,True,0.03221904041346228,0.9677809595865376
25,9,False,False,0.05865482102353024,0.9413451789764696
17440,3872,True,True,0.03547151771292925,0.9645284822870708
5264,2224,True,True,0.03547474354264672,0.9645252564573533
2866,1354,True,True,0.035469486417873876,0.9645305135821263
491736,51434,True,True,0.03547193859653725,0.9645280614034628
25,9,True,True,0.01111612257311554,0.9888838774268847
6824,1800,True,True,0.03547170706162018,0.9645282929383799
37357,10681,True,True,0.03547156807928848,0.9645284319207114
25,9,True,True,0.029615474341226675,0.9703845256587733
26089,8041,True,True,0.03547113411278738,0.9645288658872126
3077846,328252,True,True,0.03565427414834199,0.964345725851658
155823,32827,True,True,0.035472116347131495,0.9645278836528687
5123739,285013,True,True,0.035472128737260494,0.9645278712627396
1305622,126394,True,True,0.035681941629502716,0.9643180583704973
125039,19287,True,True,0.0354721969046161,0.9645278030953838
1893060,170132,True,True,0.03551046497006345,0.9644895350299366
976149,75637,True,True,0.03542397520394389,0.9645760247960561
132922,16632,True,True,0.0354720937461305,0.9645279062538695
121663,27059,True,True,0.035472105193837346,0.9645278948061627
508916,59908,True,True,0.035472079053359515,0.9645279209466404
136562,18828,True,True,0.035472124556279294,0.9645278754437208
5918863,303289,True,True,0.03547212873708158,0.9645278712629186
521436,61564,True,True,0.035471138619615476,0.9645288613803846
523444,62080,True,True,0.03547202337518136,0.9645279766248186
121665,27057,True,True,0.03547210228086044,0.9645278977191395
1140,596,True,True,0.03546949041747448,0.9645305095825256
88154,13732,True,True,0.03547212051147487,0.964527879488525
253372,32956,True,True,0.03547203300849387,0.964527966991506
25,9,True,True,0.03224478958624787,0.9677552104137521
5264,2224,True,True,0.035474659043517084,0.9645253409564831
153172,25358,True,True,0.035471910157407534,0.9645280898425922
2992,924,True,True,0.035474015334950634,0.9645259846650494
132752,18182,True,True,0.03547212478380109,0.9645278752161989
731,409,True,True,0.03546958510172016,0.9645304148982802
25,9,True,True,0.03544620296513693,0.9645537970348631
80,48,True,True,0.035469442292999614,0.9645305577070005
948168,82324,True,True,0.03549592324861346,0.9645040767513866
5264,2224,True,True,0.0354752741509217,0.9645247258490783
1822408,157754,True,True,0.035547184818355546,0.9644528151816443
7479142,616494,True,True,0.0354721287372519,0.9645278712627482
121635,27025,True,True,0.03547210026057003,0.9645278997394301
25,9,True,True,0.03049172781116994,0.96950827218883
25,9,True,True,0.03653694052509753,0.9634630594749024
13608,3496,True,True,0.03547151526020643,0.9645284847397936
25,9,True,True,0.030501544101847328,0.9694984558981526
6976718,541500,True,True,0.03547212873185667,0.9645278712681432
