max_vertex_degree,min_vertex_degree,Y_train,Y_predicted,prob_class_0,prob_class_1
25,9,True,True,0.17211881177794341,0.8278811882220566
7,5,True,True,0.1411055204697055,0.8588944795302945
7305,2251,True,True,0.08580868631222746,0.9141913136877724
958474,83824,True,True,0.014795710707823165,0.985204289292177
196386,27630,True,True,0.003716757533215297,0.9962832424667848
25,9,True,True,0.171472521089692,0.8285274789103079
482802,55964,True,True,0.03200219186210386,0.9679978081378959
5264,2224,True,True,0.012623951134527078,0.9873760488654729
25,9,True,True,0.14240329379368166,0.8575967062063182
5264,2224,True,True,0.053272017187080044,0.9467279828129199
3452280,240080,False,False,0.45278515885225135,0.5472148411477485
76115,14107,True,True,0.0960812433076529,0.903918756692347
25,9,True,True,0.14824386371423492,0.8517561362857651
51953,13871,True,True,0.03056434745980403,0.9694356525401959
3463664,240756,True,False,0.5667322598349802,0.43326774016501995
2102710,154334,False,False,0.6518925011873133,0.3481074988126867
121615,27047,True,True,1.3814455900660668e-07,0.9999998618554409
2381479,186863,True,True,0.0027848015572912773,0.9972151984427085
2907171,314251,False,False,0.4528053217997373,0.5471946782002627
7,5,True,True,0.048834518772468916,0.9511654812275311
7,5,True,True,0.06476857672455615,0.9352314232754441
25,9,True,True,0.1160475414607556,0.8839524585392443
121655,27057,True,True,0.058617995292335696,0.9413820047076643
1104160,94868,False,False,0.6365006219652521,0.3634993780347478
236798,33674,True,True,0.024758203340325087,0.975241796659675
25,9,True,True,0.14245387299653736,0.8575461270034626
106854,24442,True,True,0.03645107721143555,0.9635489227885645
500396,56912,True,True,0.15900979580842337,0.8409902041915766
3633496,258654,False,False,0.955506607386593,0.04449339261340692
919,529,True,True,0.022258402115311826,0.9777415978846882
165634,20078,True,True,0.09593836191432066,0.9040616380856793
25,9,True,True,0.10415436759619497,0.8958456324038051
202346,28910,True,True,0.08843220537785045,0.9115677946221497
7,5,True,True,0.0803092215248783,0.9196907784751219
1888346,168520,False,False,0.875473066161154,0.12452693383884621
2623197,187103,True,True,1.460187576826577e-05,0.9999853981242318
243876,30398,True,False,0.28458111136319447,0.7154188886368055
25,9,True,True,0.12867181970739858,0.8713281802926013
151840,29072,True,True,0.016229250529994223,0.9837707494700058
25,9,True,True,0.09368921842733594,0.9063107815726641
7,5,True,True,0.09680606963591214,0.9031939303640879
121655,27051,True,True,1.0513474536863598e-06,0.9999989486525463
1970,644,True,True,0.029120465694762458,0.9708795343052375
567506,52412,True,True,0.23798806212182472,0.7620119378781752
302015,54941,True,True,0.07591852951546237,0.9240814704845376
25,9,True,True,0.1273060431284068,0.8726939568715931
25,9,False,True,0.13680508096801025,0.8631949190319895
17440,3872,True,True,0.1831847552088453,0.8168152447911546
5264,2224,True,True,0.004824671037677119,0.9951753289623229
2866,1354,True,True,0.02690055324997208,0.9730994467500278
491736,51434,False,False,0.48146705182262545,0.5185329481773746
25,9,True,True,0.13398796031839563,0.8660120396816046
6824,1800,True,True,0.044839112525472735,0.9551608874745272
37357,10681,True,True,0.0423752143184181,0.957624785681582
25,9,True,True,0.11564698013246678,0.8843530198675331
26089,8041,True,True,0.04617315210639739,0.9538268478936026
3077846,328252,True,True,0.021995046408725762,0.9780049535912744
155823,32827,True,True,0.12157526955049133,0.8784247304495089
5123739,285013,False,False,0.4529324784322702,0.5470675215677298
1305622,126394,False,False,0.871672213950978,0.1283277860490217
125039,19287,True,True,0.013647790298339253,0.9863522097016607
1893060,170132,False,False,0.5447427521802795,0.4552572478197205
976149,75637,True,True,7.777863230648955e-06,0.9999922221367693
132922,16632,True,True,0.15376042199943873,0.8462395780005614
121663,27059,True,True,0.03607141381017102,0.9639285861898288
508916,59908,True,True,0.14957792715514048,0.8504220728448594
136562,18828,True,True,0.06694606403723864,0.9330539359627614
5918863,303289,False,False,0.5,0.5
521436,61564,False,False,0.6253874548560464,0.37461254514395365
523444,62080,True,True,0.21838921554600954,0.7816107844539905
121665,27057,True,True,0.06089497627359432,0.9391050237264056
1140,596,True,True,0.035893265073630845,0.964106734926369
88154,13732,False,False,0.45279736191612674,0.5472026380838734
253372,32956,False,True,0.2592311414553049,0.7407688585446951
25,9,True,True,0.1222186470352502,0.8777813529647499
5264,2224,True,True,0.141115902126963,0.8588840978730372
153172,25358,True,True,0.0849124663637064,0.9150875336362938
2992,924,True,True,0.14107997235371184,0.8589200276462882
132752,18182,True,True,0.04439982647195462,0.9556001735280453
731,409,True,True,0.02350238070640825,0.9764976192935918
25,9,True,True,0.14111099603572086,0.8588890039642793
80,48,True,True,0.018513688519959166,0.9814863114800407
948168,82324,True,True,0.02500268818754505,0.9749973118124549
5264,2224,True,True,0.0037113904648320936,0.996288609535168
1822408,157754,False,False,0.6263069213087824,0.37369307869121765
7479142,616494,False,False,0.9881579557330966,0.011842044266903344
121635,27025,True,True,0.055562178463976264,0.944437821536024
25,9,True,True,0.1230330659321797,0.8769669340678204
25,9,True,True,0.13541455712711356,0.8645854428728865
13608,3496,True,True,0.026533376925719453,0.9734666230742808
25,9,True,True,0.09947285803150456,0.9005271419684954
6976718,541500,False,False,0.993161481213635,0.006838518786365023
1929,811,True,True,0.011454683178979342,0.9885453168210208
7,5,True,True,0.010980100304505185,0.989019899695495
1097078,148316,True,True,0.22996031345061022,0.7700396865493899
11646,3334,True,True,0.10654885320553617,0.8934511467944638
911,521,True,True,0.029254356304231937,0.970745643695768
121657,27055,True,True,1.0215352953873614e-06,0.9999989784647045
5265899,302143,True,True,0.13201081893045535,0.8679891810695447
25,9,True,True,0.15598895913511343,0.8440110408648865
25,9,True,True,0.1493557386310506,0.8506442613689493
201090,38032,True,True,0.016431225023994758,0.9835687749760055
21454,5434,True,True,0.01819519961139539,0.9818048003886046
110981,15301,True,True,0.010568979734219119,0.9894310202657809
7,5,True,True,0.1137082786686017,0.8862917213313983
25,9,False,True,0.16552192887669367,0.8344780711233062
25,9,True,True,0.14839606045592257,0.8516039395440772
