max_vertex_degree,min_vertex_degree,Y_train,Y_predicted,prob_class_0,prob_class_1
25,9,True,True,0.0859191196930955,0.9140808803069045
7,5,True,True,0.08573935821028851,0.9142606417897114
7305,2251,True,True,0.0841229475548059,0.915877052445194
958474,83824,True,True,0.08375462464795236,0.9162453753520476
196386,27630,True,True,0.08408916234479764,0.9159108376552024
25,9,True,True,0.08599122838476746,0.9140087716152323
482802,55964,True,True,0.08393108835177537,0.9160689116482247
5264,2224,True,True,0.08430198855159504,0.9156980114484049
25,9,True,True,0.08678608606512433,0.9132139139348757
5264,2224,False,False,0.061723585188176174,0.9382764148118239
3452280,240080,True,True,0.08413554536474914,0.9158644546352509
76115,14107,True,True,0.08408479686373352,0.9159152031362665
25,9,True,True,0.08595117672429925,0.9140488232757005
51953,13871,True,True,0.08399026355947369,0.9160097364405264
3463664,240756,True,True,0.08395017287580503,0.9160498271241951
2102710,154334,False,True,0.08285586361104165,0.9171441363889583
121615,27047,True,True,0.0808378251459755,0.9191621748540245
2381479,186863,True,True,0.08401006434511862,0.9159899356548813
2907171,314251,False,True,0.0807993726387878,0.9192006273612123
7,5,True,True,0.08781214285214714,0.9121878571478528
7,5,True,True,0.08704959079048924,0.912950409209511
25,9,True,True,0.09133735688001277,0.9086626431199873
121655,27057,True,True,0.08393851376495871,0.9160614862350412
1104160,94868,True,True,0.08378285521569812,0.9162171447843018
236798,33674,True,True,0.08391833260960932,0.9160816673903907
25,9,True,True,0.0860282081501296,0.9139717918498705
106854,24442,True,True,0.08394491750546652,0.9160550824945336
500396,56912,True,True,0.08396420682486351,0.9160357931751365
3633496,258654,True,True,0.08215290189817459,0.9178470981018253
919,529,True,True,0.08453896113746288,0.915461038862537
165634,20078,True,True,0.08398183864382854,0.9160181613561713
25,9,True,True,0.08847651931475309,0.9115234806852468
202346,28910,True,True,0.08399650816570417,0.9160034918342959
7,5,True,True,0.08653761972587176,0.9134623802741284
1888346,168520,False,True,0.08369303720245809,0.916306962797542
2623197,187103,True,True,0.08440858247526027,0.9155914175247399
243876,30398,True,True,0.08395997174266599,0.9160400282573342
25,9,True,True,0.08842319428945375,0.9115768057105461
151840,29072,True,True,0.08394758453616145,0.9160524154638385
25,9,True,True,0.09139335789719466,0.9086066421028053
7,5,True,True,0.08649549691308672,0.9135045030869131
121655,27051,True,True,0.08386362329509102,0.916136376704909
1970,644,True,True,0.08455944895547995,0.91544055104452
567506,52412,True,True,0.08397196914801089,0.9160280308519889
302015,54941,True,True,0.08395959310915183,0.9160404068908483
25,9,True,True,0.08975551147255645,0.9102444885274436
25,9,False,True,0.08687253117578751,0.9131274688242125
17440,3872,True,True,0.08403656575190357,0.9159634342480965
5264,2224,True,True,0.08331753091048179,0.9166824690895181
2866,1354,True,True,0.08439070893148047,0.9156092910685193
491736,51434,True,True,0.08394197633101379,0.9160580236689864
25,9,True,True,0.08832328798940851,0.9116767120105916
6824,1800,True,True,0.08423706130092823,0.9157629386990717
