max_vertex_degree,min_vertex_degree,Y_train,Y_predicted,prob_class_0,prob_class_1
21502,5474,True,False,0.5453530346796975,0.45464696532030247
6824,1800,True,True,0.46047757863676525,0.5395224213632348
80,48,True,True,0.38368340819382896,0.6163165918061712
919,529,True,True,0.48917709216063626,0.5108229078393637
5264,2224,True,True,0.5107639370851342,0.48923606291486554
2866,1354,True,True,0.4771222302273052,0.5228777697726948
37357,10681,True,False,0.5476370807355643,0.45236291926443584
26089,8041,True,False,0.5372015459747014,0.46279845402529884
5264,2224,False,True,0.31871002045624464,0.6812899795437555
5264,2224,True,True,0.3998430196119701,0.6001569803880299
34918,7596,True,True,0.512501420318962,0.48749857968103827
5264,2224,True,True,0.35731052456492646,0.6426894754350737
1929,819,False,True,0.4835420316309395,0.5164579683690605
1929,811,False,False,0.6075714804452781,0.3924285195547218
106854,24442,False,False,0.578216912570638,0.4217830874293621
911,521,True,True,0.43959015855892253,0.5604098414410773
1140,596,True,True,0.4462296061947381,0.5537703938052619
731,409,True,True,0.43959072733151655,0.5604092726684834
14188,4946,False,True,0.5230880844896584,0.4769119155103415
31350,9304,False,False,0.5436293036652219,0.45637069633477806
14188,4948,False,True,0.5191817917263243,0.4808182082736759
31352,9304,False,False,0.5424632783424335,0.45753672165756654
17573,5869,False,False,0.5266624369159036,0.47333756308409625
81324,19726,False,False,0.5710860113482372,0.4289139886517628
11646,3334,True,True,0.4910470628438491,0.5089529371561509
16011,4257,True,True,0.5116690197341578,0.4883309802658421
76115,14107,False,True,0.5,0.5
21454,5434,True,False,0.5519346345934733,0.4480653654065268
51953,13871,True,False,0.5625845294176293,0.43741547058237096
11646,3334,True,True,0.5116383946970502,0.4883616053029499
7305,2251,True,True,0.4538028798873449,0.5461971201126552
5264,2224,False,True,0.5,0.5
5264,2224,False,False,0.6144639276122794,0.3855360723877206
5264,2224,False,True,0.5187433738336386,0.4812566261663615
5264,2224,False,True,0.5,0.5
5264,2224,True,True,0.43959965906294546,0.5604003409370546
3620,1056,False,True,0.5,0.5
13608,3496,True,True,0.44706279999502435,0.5529372000049758
106848,24434,False,False,0.5804396305038566,0.4195603694961435
34732,7562,False,False,0.5306943813403674,0.46930561865963283
17440,3872,False,False,0.5373967171128496,0.4626032828871504
25496,5892,False,False,0.548177205532095,0.45182279446790485
106820,24426,True,True,0.43959759231553613,0.5604024076844637
121659,27057,False,False,0.5798494167825132,0.4201505832174868
121655,27051,False,False,0.5807624878763296,0.4192375121236704
121657,27055,False,False,0.5808748253492407,0.4191251746507592
121629,27051,True,True,0.4336663407222212,0.5663336592777788
175374,36002,False,False,0.5856249980271406,0.41437500197285937
175368,35996,False,False,0.5858430758841223,0.4141569241158776
121633,27051,True,True,0.4337002907777493,0.5662997092222508
174262,35668,False,False,0.5903175746548529,0.40968242534514715
121615,27047,True,True,0.382436120380938,0.6175638796190622
58036,9920,False,False,0.6007653907186317,0.3992346092813684
153172,25358,False,True,0.5100705119460414,0.48992948805395875
121663,27059,False,False,0.5803287386783335,0.41967126132166666
121635,27025,False,False,0.5822800074812715,0.41771999251872843
121655,27057,True,False,0.5795463014128263,0.42045369858717385
121665,27057,True,False,0.5732790290795402,0.42672097092045974
121665,27059,False,False,0.5746733332190676,0.4253266667809325
155823,32827,True,False,0.5878962797975407,0.4121037202024593
125039,19287,False,False,0.5533289620211445,0.44667103797885555
236798,33674,False,False,0.5693741317546113,0.43062586824538873
219932,42940,False,False,0.5876258642142136,0.4123741357857865
302015,54941,True,False,0.6107741627309853,0.3892258372690149
122167,21039,False,False,0.6075664075995022,0.3924335924004979
84824,11998,True,False,0.6217962391828967,0.3782037608171032
201090,38032,False,False,0.6046387708254175,0.39536122917458266
