max_vertex_degree,min_vertex_degree,y_train,y_pred,prob_class_0,prob_class_1
688732,71474,True,True,0.0971209668719742,0.902879033128026
919,529,True,True,0.09712795185135069,0.9028720481486492
236798,33674,True,True,0.07623084992482733,0.9237691500751727
521482,61124,True,True,0.09652473016594577,0.9034752698340544
37188,7506,True,True,0.05276014747420205,0.9472398525257978
485822,79268,True,True,0.05645545588503241,0.9435445441149674
219932,42940,True,False,0.4460732091189398,0.5539267908810603
2623197,187103,True,True,0.09710647469269523,0.9028935253073049
5597621,377751,True,True,0.0971683466211306,0.9028316533788694
2116278,181902,False,False,0.4398805025307743,0.5601194974692256
6381849,370003,True,True,0.09709298699176976,0.9029070130082303
5654,1696,False,False,0.43992312128115435,0.5600768787188457
3046824,318432,True,True,0.09716308578279663,0.9028369142172032
5599299,379629,True,True,0.09710707090250956,0.9028929290974904
579780,90966,False,False,0.44005533752706033,0.5599446624729396
302015,54941,True,True,0.09715948498379391,0.9028405150162062
2645499,196161,True,True,0.09710840951606636,0.9028915904839336
67245,13037,True,True,0.06278849317904676,0.9372115068209533
1598776,138360,True,True,0.0971351535055775,0.9028648464944227
167932,29908,True,True,0.07112670379140162,0.9288732962085985
121663,27059,True,False,0.2866780775333985,0.7133219224666015
521436,61564,True,True,0.09712590286998803,0.902874097130012
547958,84412,True,False,0.40004145033144667,0.5999585496685533
48176,8530,True,True,0.09118590822833009,0.9088140917716699
76115,14107,True,True,0.02972467765471957,0.9702753223452805
915612,79386,False,False,0.46594935731503223,0.5340506426849677
2906467,314073,True,True,0.0970934130881602,0.90290658691184
3651136,210658,True,True,0.09712418693200746,0.9028758130679926
136562,18828,True,True,0.09418273694419016,0.9058172630558099
3077846,328252,True,True,0.09709341328176006,0.9029065867182398
121629,27051,True,True,0.09663496628370737,0.9033650337162927
80,48,True,True,0.09710593551987727,0.9028940644801228
5918863,303289,True,True,0.09709975092950776,0.9029002490704922
17573,5869,True,True,0.04396042339600319,0.9560395766039967
21454,5434,True,True,0.040852286986050805,0.9591477130139492
1140,596,True,True,0.07736016828744673,0.9226398317125534
685402,70218,True,True,0.08210717804024291,0.9178928219597573
5123739,285013,True,True,0.09712243170202352,0.9028775682979764
132922,16632,True,True,0.09477011408797148,0.9052298859120285
17220,3810,True,True,0.06983360361123683,0.9301663963887633
948168,82324,True,True,0.09631892651329524,0.9036810734867048
121657,27055,True,True,0.22332739435299082,0.7766726056470094
2878543,308523,False,False,0.44000641542537466,0.5599935845746253
165634,20078,True,True,0.09716250831039622,0.9028374916896037
1104160,94868,True,True,0.09712677553779565,0.9028732244622043
5264,2224,True,True,0.09714356493033328,0.9028564350696668
106848,24434,True,True,0.09711304745657322,0.9028869525434267
1171255,155597,True,True,0.13728047783107022,0.8627195221689297
25496,5892,True,True,0.09973042428340047,0.9002695757165995
155823,32827,True,False,0.6045922131028657,0.3954077868971344
3150395,201749,True,True,0.09714046709839913,0.9028595329016009
2786242,211486,True,True,0.09712393353518217,0.902876066464818
567506,52412,True,True,0.09713784689884292,0.902862153101157
1174567,155313,True,True,0.13711399214150877,0.8628860078584912
2900879,311517,True,True,0.09711854814772804,0.9028814518522719
104312,18364,False,False,0.43991786720055875,0.5600821327994412
121655,27057,True,False,0.40946849067620356,0.5905315093237964
717766,68632,False,False,0.46167028930016984,0.5383297106998303
532645,85243,False,False,0.4652266518998247,0.5347733481001752
45832,8210,True,True,0.062382425248909086,0.9376175747510908
16011,4257,True,True,0.09713280419519624,0.9028671958048038
8812158,333080,True,True,0.09712759049258876,0.9028724095074112
34732,7562,True,True,0.025474647608111474,0.9745253523918885
17440,3872,True,True,0.05233918896280661,0.9476608110371931
7305,2251,True,True,0.08294386751882943,0.9170561324811705
58036,9920,True,True,0.05892738110849113,0.9410726188915087
175374,36002,True,False,0.41265862154494537,0.5873413784550546
8024952,271222,True,True,0.09712063640535751,0.9028793635946425
1034756,75860,True,True,0.09713505068345922,0.9028649493165409
914876,79350,False,False,0.43996741572332454,0.5600325842766755
286032,36842,True,True,0.09713616376897025,0.9028638362310298
482802,55964,True,True,0.07136304178744977,0.9286369582125504
5264,2224,True,True,0.0971562984870645,0.9028437015129354
219896,42886,False,False,0.4399723939197958,0.5600276060802043
5264,2224,True,True,0.0970990432382479,0.9029009567617522
523444,62080,True,True,0.08867758397375236,0.9113224160262475
174262,35668,True,False,0.3820910273626798,0.61790897263732
19446,4304,False,False,0.4400025062243697,0.5599974937756304
1180013,156409,True,False,0.4377119390093388,0.5622880609906612
1093748,148002,True,False,0.43751181002157263,0.5624881899784275
587480,56044,False,False,0.43993080964033304,0.5600691903596671
114932,17068,True,True,0.08389782631178697,0.9161021736882131
151840,29072,False,False,0.44003925184598,0.55996074815402
2902153,312263,True,True,0.10129251719968496,0.8987074828003149
588106,56090,False,False,0.46223660211916096,0.537763397880839
911,521,True,True,0.08685017800458417,0.9131498219954161
2907171,314251,False,False,0.43991724579276736,0.5600827542072325
3490922,247860,True,True,0.09585094140660651,0.9041490585933933
2935136,200574,False,False,0.4398424005477388,0.5601575994522612
146298,19698,True,True,0.09453633866256482,0.9054636613374352
88154,13732,True,True,0.09714574570462846,0.9028542542953715
252653,34537,True,True,0.09713413162342475,0.9028658683765751
484396,79032,True,True,0.05465095256456626,0.9453490474354337
987636,89316,True,True,0.09713405232339926,0.9028659476766006
3463664,240756,True,True,0.09568044543736988,0.9043195545626301
530059,84539,True,True,0.0971056424398844,0.9028943575601157
106854,24442,True,False,0.2812673780894849,0.7187326219105156
471758,60850,True,True,0.09709669962674468,0.9029033003732552
3456012,240906,True,True,0.09712852833331755,0.9028714716666827
121665,27057,True,False,0.4558512374200401,0.54414876257996
532333,85145,True,False,0.35829959142154305,0.641700408578457
6976718,541500,True,True,0.09712813155602865,0.9028718684439714
1929,811,True,True,0.09711710521171346,0.9028828947882864
349470,53404,True,True,0.09710381327301097,0.9028961867269891
5265899,302143,True,True,0.0971412701066636,0.9028587298933364
6824,1800,True,True,0.09710505187218567,0.9028949481278143
2905531,313063,False,False,0.4400554955979677,0.5599445044020323
371402,48504,True,True,0.06829579517266599,0.9317042048273341
106820,24426,True,True,0.09546187139050537,0.9045381286094946
1305622,126394,True,True,0.0971286803377329,0.9028713196622671
369608,37778,True,True,0.09716416884592603,0.902835831154074
219928,42934,False,False,0.452917224078649,0.547082775921351
84824,11998,True,True,0.09248542633261891,0.907514573667381
692198,66282,True,True,0.08997891981031327,0.9100210801896867
3634696,258698,True,True,0.09713074792854554,0.9028692520714541
7357,2251,True,True,0.09711774547095715,0.9028822545290428
132752,18182,True,True,0.08916871430877765,0.9108312856912224
71482,13850,True,True,0.05516492367490169,0.9448350763250981
253372,32956,True,True,0.09712517689466996,0.90287482310533
243876,30398,True,True,0.0935318907948829,0.906468109205117
7525258,398666,True,True,0.09713012321027745,0.9028698767897225
2043690,132054,False,False,0.4399913485073866,0.5600086514926134
11646,3334,True,True,0.03365553126956257,0.9663444687304374
17934,3906,True,True,0.09710264384281127,0.9028973561571888
1180651,156975,False,False,0.43996299760519025,0.5600370023948097
2866,1354,True,True,0.05027729603700779,0.9497227039629923
491736,51434,True,True,0.09675159400360486,0.9032484059963951
201090,38032,True,False,0.2608280021591694,0.7391719978408305
2448008,147206,True,True,0.09713905803011169,0.9028609419698882
202346,28910,True,True,0.08991439579015297,0.910085604209847
121635,27025,True,False,0.4242347354558877,0.5757652645441123
527399,52813,True,True,0.0953175691195757,0.9046824308804243
3452280,240080,True,True,0.09677533992639327,0.9032246600736067
122167,21039,True,True,0.08428486344199163,0.9157151365580083
3072612,325160,False,False,0.43988551597933256,0.5601144840206673
542912,48324,False,False,0.43994171423908196,0.560058285760918
345250,36744,True,True,0.09716831564281429,0.9028316843571855
405126,68986,True,True,0.09712215144359361,0.9028778485564065
1888346,168520,True,True,0.09716000477071346,0.9028399952292867
9965914,324846,True,True,0.097111641493489,0.902888358506511
2116316,181928,False,False,0.43987788818879886,0.5601221118112012
500396,56912,True,True,0.0884610850810928,0.911538914918907
121659,27057,False,False,0.43988455058320547,0.5601154494167946
3951878,214464,True,True,0.09716067207520841,0.9028393279247915
532619,85231,False,False,0.43988527516934767,0.5601147248306524
26089,8041,True,True,0.06507235133577027,0.9349276486642298
13314,3108,False,False,0.4399232574827011,0.560076742517299
125039,19287,True,True,0.07169217506811695,0.9283078249318831
3647446,209596,True,True,0.0971436359826231,0.9028563640173769
863526,65698,True,True,0.07701976757041322,0.9229802324295868
21502,5474,True,True,0.08286693269069398,0.917133067309306
3830108,329742,True,True,0.09711009744448147,0.9028899025555186
6382368,448110,True,True,0.09711273987578377,0.9028872601242164
881690,62384,True,True,0.0971269924956629,0.9028730075043369
958474,83824,True,True,0.0970906008486812,0.9029093991513188
