max_vertex_degree,min_vertex_degree,Y_train,Y_predicted,prob_class_0,prob_class_1
21502,5474,False,False,0.9816878751166506,0.018312124883349334
6824,1800,True,False,0.8170201413508057,0.18297985864919425
80,48,False,False,0.9758984911188999,0.024101508881100006
919,529,False,False,0.9760486321400255,0.023951367859974596
5264,2224,False,False,0.9755896576648493,0.02441034233515082
2866,1354,False,False,0.9783483265625698,0.02165167343743028
37357,10681,False,False,0.9823104014692592,0.017689598530740865
26089,8041,False,False,0.9823328767741092,0.01766712322589073
5264,2224,False,False,0.9758887516209341,0.024111248379066027
5264,2224,False,False,0.9781994973198297,0.021800502680170388
34918,7596,False,False,0.9802038118949679,0.019796188105032093
5264,2224,False,False,0.9783071068406994,0.02169289315930046
1929,819,False,False,0.9765172496864749,0.02348275031352516
1929,811,False,False,0.9762305427866435,0.023769457213356545
106854,24442,False,False,0.9817361877529998,0.018263812247000254
911,521,False,False,0.9797266904646059,0.02027330953539417
1140,596,False,False,0.9789484009020648,0.021051599097935043
731,409,False,False,0.979009463651193,0.020990536348806963
14188,4946,False,False,0.9817153791003829,0.01828462089961723
31350,9304,False,False,0.9824017760867008,0.017598223913299217
14188,4948,False,False,0.9817169572272006,0.018283042772799393
31352,9304,False,False,0.9823280924570602,0.017671907542939628
17573,5869,False,False,0.9821877078048499,0.017812292195150046
81324,19726,False,False,0.9823568441397912,0.017643155860208724
11646,3334,False,False,0.9505958550129239,0.04940414498707618
16011,4257,False,False,0.9794317448931225,0.020568255106877483
76115,14107,False,False,0.9802465113054514,0.01975348869454852
21454,5434,False,False,0.9817300656329743,0.018269934367025852
51953,13871,False,False,0.9816976615842109,0.018302338415789182
11646,3334,False,False,0.9373247377991554,0.06267526220084485
7305,2251,False,False,0.9214704050551156,0.07852959494488448
5264,2224,False,False,0.981348178181225,0.018651821818774998
5264,2224,False,False,0.9762305427861085,0.023769457213891336
5264,2224,False,False,0.9772944516227512,0.02270554837724888
5264,2224,False,False,0.9812121367309891,0.01878786326901107
5264,2224,False,False,0.9760654802383616,0.02393451976163842
3620,1056,False,False,0.9717369882660978,0.028263011733902256
13608,3496,True,False,0.8476137281684956,0.1523862718315046
106848,24434,False,False,0.9817947312788801,0.01820526872112002
34732,7562,False,False,0.9840331600102545,0.015966839989745466
17440,3872,False,False,0.9817418786319568,0.018258121368043292
25496,5892,False,False,0.9819711288583878,0.01802887114161226
106820,24426,False,False,0.9817156276595556,0.018284372340444433
121659,27057,False,False,0.9817843361619598,0.018215663838040134
121655,27051,False,False,0.981711521924318,0.01828847807568193
121657,27055,False,False,0.9817031850327292,0.018296814967270814
121629,27051,False,False,0.981691440954414,0.018308559045585912
175374,36002,False,False,0.9820227646166123,0.017977235383387545
175368,35996,False,False,0.9820307227666928,0.01796927723330738
121633,27051,False,False,0.9808022917693627,0.01919770823063727
174262,35668,False,False,0.9817083677732441,0.0182916322267559
121615,27047,False,False,0.9801867733792649,0.019813226620735293
58036,9920,False,False,0.9817060884681099,0.01829391153189003
153172,25358,False,False,0.9807393309535377,0.01926066904646246
121663,27059,False,False,0.9818056784768118,0.01819432152318832
121635,27025,False,False,0.9819493684301301,0.018050631569869864
